id,pu_area,pu_count
<<<<<<< HEAD
63408405,280779406.5914086,14
63408405,280779406.5914086,14
63408405,280779406.5914086,14
63767166,672899387.1571122,23
63408475,563271017.2551209,18
63407942,3695355180.2145953,119
=======
>>>>>>> 393fccd (trying to get file size down by removing git folder and reiniting)
