id,pu_area,pu_count
131157,0.0,0
131190,0.0,0
131226,0.0,0
131361,0.0,0
131259,0.0,0
131394,0.0,0
131429,0.0,0
131293,0.0,0
131462,0.0,0
131327,0.0,0
131496,0.0,0
131530,0.0,0
131563,0.0,0
131597,0.0,0
131630,0.0,0
131664,0.0,0
131698,0.0,0
131732,0.0,0
131765,0.0,0
131802,0.0,0
131868,0.0,0
131905,0.0,0
131939,0.0,0
131973,0.0,0
132006,0.0,0
132039,0.0,0
132072,0.0,0
132106,0.0,0
132173,0.0,0
132208,0.0,0
132140,0.0,0
131090,0.0,0
131124,0.0,0
